Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hilton,43.6499459,-79.385479,Hotel
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204301,Salad Place
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Apple Eaton Centre,43.6529455,-79.3806448,Electronics Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Topshop,43.65225092432807,-79.3802210071282,Women's Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,SEPHORA,43.6535272,-79.3801543,Cosmetics Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bay Adelaide Centre,43.650878539102386,-79.38000310739676,Office
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Booster Juice,43.64889835,-79.38335053,Juice Bar
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Topman,43.652281488745565,-79.38001554865625,Clothing Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,DoubleTree by Hilton,43.6546083,-79.3859415,Hotel
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,"Coffee, Oysters, Champagne",43.647309,-79.38673,Lounge
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Fifth & Terrace,43.649249809335,-79.38931975675418,Modern European Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Cardio-Go,43.64701650155176,-79.38814275495332,Gym
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Prairie Girl Bakery,43.64833236397115,-79.38230492443054,Cupcake Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Disney Store,43.654248,-79.381232,Toy / Game Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bardi's Steak House,43.64622,-79.383074,Restaurant
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Porch,43.64825063999569,-79.38900157428692,Bar
"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momentos,43.64754799198248,-79.38891405541862,Nightclub
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Planet Fitness,43.66758797288865,-79.44257365441428,Gym / Fitness Center
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Food Basics,43.6668856311364,-79.44669127467023,Supermarket
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Pet Valu,43.667096215743925,-79.44175682188086,Pet Store
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Modern Furniture Knockoffs,43.66879344781887,-79.43891560741953,Furniture / Home Store
"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rush Hour,43.671182993989646,-79.44031341350525,Portuguese Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,iQ Food Co,43.642851,-79.382081,Salad Place
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,BeaverTails,43.639736,-79.380068,Dessert Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Miku,43.64137436,-79.37753063,Japanese Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Boxcar Social,43.63831906511549,-79.38246311921247,Café
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,TELUS,43.64331243103257,-79.38099939294844,IT Services
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118,Bistro
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Booster Juice,43.64322536,-79.3812383,Juice Bar
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Ray Bay,43.642323,-79.38593,Aquarium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Dangerous Lagoon,43.64233,-79.385925,Aquarium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,The Rec Room,43.641109851662456,-79.38676279808568,Bar
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Radisson Admiral Hotel Toronto-Harbourfront,43.6388472,-79.3855839,Hotel
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,McCafé,43.644490691919735,-79.38110912246584,Café
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.639954,-79.382025,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Panago,43.64251764051932,-79.38359138522554,Pizza Place
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Dollarama,43.641765,-79.379589,Discount Store
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Rainbow Reef,43.64226,-79.385994,Aquarium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Sushi Shop,43.643485,-79.38096,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64309,-79.383071,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Kellys Landing,43.645081624120245,-79.38304962483915,Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Queen's Quay Terminal,43.63831769002353,-79.38041263300326,Office
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,GoodLife Fitness Toronto Union Station,43.644336,-79.383625,Gym
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Chipotle Mexican Grill,43.64489,-79.38305,Mexican Restaurant
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Maple Leaf Cinema,43.64222083877541,-79.38764371750614,Indie Movie Theater
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Pizzaiolo,43.63911334934392,-79.38726583483393,Pizza Place
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Winners,43.64206291678669,-79.37900143460836,Department Store
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Pizzeria Libretto,43.64897862710277,-79.4206035669193,Pizza Place
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant
"Little Portugal, Trinity",43.647926700000006,-79.4197497,Bellwoods Brewery Bottle Shop,43.64712,-79.420044,Beer Store
